+-------+-----+------+-----+-----+-----+--------+------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+------------+---------------+-----------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                URI                 |  MIN   |  MAX   |   SUM   |  AVG   |   P1   |  P50   |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |   SUM(BODY)   | AVG(BODY) |
+-------+-----+------+-----+-----+-----+--------+------------------------------------+--------+--------+---------+--------+--------+--------+--------+--------+-----------+------------+---------------+-----------+
|  1899 |   0 | 1896 |   0 |   3 |   0 | GET    | /api/user/[a-zA-Z0-9]+/icon        |  0.004 |  0.616 | 160.116 |  0.084 |  0.000 |  0.032 |  0.196 |  0.075 |     0.000 |  92761.000 | 102937753.000 | 54206.294 |
|    53 |   0 |   50 |   0 |   3 |   0 | GET    | /api/livestream/search             |  0.144 |  5.668 | 126.141 |  2.380 |  0.352 |  2.780 |  2.324 |  1.358 |     0.000 | 105654.000 |   2778588.000 | 52426.189 |
|   231 |   0 |  228 |   0 |   3 |   0 | GET    | /api/livestream/[0-9]+/livecomment |  0.004 |  1.844 | 114.608 |  0.496 |  0.000 |  0.776 |  0.568 |  0.398 |     0.000 |  29287.000 |   2046685.000 |  8860.108 |
|   262 |   0 |  261 |   0 |   1 |   0 | GET    | /api/livestream/[0-9]+/reaction    |  0.004 |  1.776 | 103.284 |  0.394 |  0.008 |  0.860 |  0.384 |  0.401 |     0.000 |  27997.000 |   1700067.000 |  6488.805 |
|     6 |   0 |    2 |   0 |   4 |   0 | GET    | /api/user/[a-zA-Z0-9]+/statistics  |  3.792 | 20.004 |  84.884 | 14.147 |  3.864 | 20.000 | 20.000 |  7.363 |     0.000 |    114.000 |       221.000 |    36.833 |
|   296 |   0 |  292 |   0 |   4 |   0 | POST   | /api/livestream/[0-9]+/livecomment |  0.004 |  0.796 |  66.288 |  0.224 |  0.012 |  0.296 |  0.296 |  0.113 |     0.000 |   2074.000 |    464015.000 |  1567.618 |
|    30 |   0 |   29 |   0 |   1 |   0 | POST   | /api/livestream/[0-9]+/moderate    |  0.096 |  7.844 |  57.128 |  1.904 |  0.096 |  1.156 |  7.844 |  1.782 |     0.000 |     17.000 |       493.000 |    16.433 |
|   213 |   0 |  210 |   0 |   2 |   1 | POST   | /api/register                      |  0.040 |  0.864 |  48.480 |  0.228 |  0.040 |  0.152 |  0.240 |  0.117 |     0.000 |    481.000 |     89888.000 |   422.009 |
|    95 |   0 |   91 |   0 |   4 |   0 | POST   | /api/livestream/reservation        |  0.000 |  1.104 |  42.632 |  0.449 |  0.036 |  0.560 |  0.716 |  0.328 |     0.000 |   1080.000 |     83062.000 |   874.337 |
